# POINT,X,X_IN,Mach,DM_over_DX,D2M_over_DX2,D3M_over_DX3,W_Q_over_Astar,DW_over_DX,D2W_over_DX2,D3W_over_DX3
1.000000000000000000e+00,7.662993000000000166e+01,5.747239999999999682e+00,1.100000000000000000e+01,-2.089809999999999883e-16,-7.284667999999999670e-18,4.038514000000000210e-04,1.975300000000000056e+00,-9.074757000000000623e-19,-3.163281999999999810e-20,1.753678000000000068e-06
2.000000000000000000e+00,7.415303000000000111e+01,5.561480000000000423e+00,1.099899899999999953e+01,1.203064999999999907e-03,-9.569952000000000493e-04,3.688858999999999845e-04,1.975295999999999941e+00,5.225561999999999792e-06,-4.158420000000000413e-06,1.606264000000000042e-06
3.000000000000000000e+00,7.169512000000000285e+01,5.377130000000000187e+00,1.099225999999999992e+01,4.634624999999999856e-03,-1.821043000000000054e-03,3.341883000000000136e-04,1.975265999999999966e+00,2.016683000000000017e-05,-7.948868999999999602e-06,1.483547999999999912e-06
4.000000000000000000e+00,6.925652999999999793e+01,5.194239999999999746e+00,1.097475700000000032e+01,1.003492999999999920e-02,-2.594016000000000204e-03,2.997634999999999905e-04,1.975190000000000001e+00,4.386957000000000221e-05,-1.145763999999999962e-05,1.401942999999999996e-06
5.000000000000000000e+00,6.683763999999999328e+01,5.012819999999999609e+00,1.094220699999999979e+01,1.715324000000000015e-02,-3.277813000000000081e-03,2.656167999999999875e-04,1.975046999999999997e+00,7.564332000000000271e-05,-1.480172999999999965e-05,1.372395000000000054e-06
6.000000000000000000e+00,6.443882999999999583e+01,4.832910000000000039e+00,1.089103800000000000e+01,2.574784999999999921e-02,-3.874362000000000118e-03,2.317534999999999962e-04,1.974820000000000020e+00,1.151124999999999994e-04,-1.811765000000000093e-05,1.402875999999999916e-06
7.000000000000000000e+00,6.206049000000000149e+01,4.654539999999999900e+00,1.081834199999999946e+01,3.558619999999999839e-02,-4.385624999999999767e-03,1.981792000000000015e-04,1.974491999999999914e+00,1.622453999999999899e-04,-2.155613000000000058e-05,1.500606000000000037e-06
8.000000000000000000e+00,5.970304000000000144e+01,4.477730000000000210e+00,1.072184799999999960e+01,4.644493000000000232e-02,-4.813594000000000032e-03,1.648999999999999967e-04,1.974045999999999967e+00,2.173742000000000100e-04,-2.528192000000000069e-05,1.673949000000000056e-06
9.000000000000000000e+00,5.736693999999999960e+01,4.302520000000000344e+00,1.059988000000000063e+01,5.810996000000000217e-02,-5.160297999999999795e-03,1.319218999999999947e-04,1.973465000000000025e+00,2.812180999999999969e-04,-2.947761999999999849e-05,1.934110000000000105e-06
1.000000000000000000e+01,5.505263000000000062e+01,4.128949999999999676e+00,1.045132100000000008e+01,7.037659000000000276e-02,-5.427801000000000327e-03,9.925157000000000152e-05,1.972731999999999930e+00,3.549159999999999880e-04,-3.435110999999999780e-05,2.296794999999999835e-06
1.100000000000000000e+01,5.276062000000000296e+01,3.957050000000000178e+00,1.027557700000000018e+01,8.304954999999999976e-02,-5.618207000000000062e-03,6.689595000000000112e-05,1.971823000000000103e+00,4.400777000000000031e-04,-4.014652000000000064e-05,2.784066000000000070e-06
1.200000000000000000e+01,5.049141999999999797e+01,3.786859999999999893e+00,1.007254099999999930e+01,9.594315000000000482e-02,-5.733661999999999613e-03,3.486232000000000133e-05,1.970714999999999995e+00,5.388593000000000332e-04,-4.715902000000000169e-05,3.426599999999999939e-06
1.300000000000000000e+01,4.824557000000000073e+01,3.618419999999999970e+00,9.842556999999999334e+00,1.088813000000000003e-01,-5.776357000000000193e-03,3.158419999999999823e-06,1.969378999999999991e+00,6.540706999999999988e-04,-5.575454999999999967e-05,4.266675000000000108e-06
1.400000000000000000e+01,4.602365999999999957e+01,3.451769999999999783e+00,9.586382999999999655e+00,1.216978999999999977e-01,-5.748528000000000145e-03,-2.820755000000000067e-05,1.967780000000000085e+00,7.893239999999999935e-04,-6.639580000000000557e-05,5.362215999999999687e-06
1.500000000000000000e+01,4.382630999999999943e+01,3.286970000000000169e+00,9.305156000000000205e+00,1.342363000000000028e-01,-5.652466000000000088e-03,-5.922686999999999830e-05,1.965875000000000039e+00,9.492357000000000095e-04,-7.967675999999999979e-05,6.792385999999999582e-06
1.600000000000000000e+01,4.165417000000000058e+01,3.124060000000000059e+00,9.000355000000000771e+00,1.463503999999999916e-01,-5.490514999999999632e-03,-8.989024999999999880e-05,1.963613000000000053e+00,1.139697999999999970e-03,-9.636893999999999419e-05,8.665352999999999839e-06
1.700000000000000000e+01,3.950795000000000101e+01,2.963099999999999845e+00,8.673769999999999314e+00,1.579039999999999888e-01,-5.265076999999999952e-03,-1.201877999999999947e-04,1.960930000000000062e+00,1.368241000000000075e-03,-1.174834999999999942e-04,1.112909999999999988e-05
1.800000000000000000e+01,3.738839999999999719e+01,2.804129999999999789e+00,8.327460000000000306e+00,1.687713000000000130e-01,-4.978622999999999729e-03,-1.501088999999999885e-04,1.957746999999999904e+00,1.644513999999999915e-03,-1.443550000000000096e-04,1.438643000000000043e-05
1.900000000000000000e+01,3.529632000000000147e+01,2.647219999999999906e+00,7.963721999999999746e+00,1.788368999999999931e-01,-4.633690000000000205e-03,-1.796420999999999923e-04,1.953967000000000009e+00,1.980923999999999793e-03,-1.787547999999999915e-04,1.871570999999999839e-05
2.000000000000000000e+01,3.323257999999999868e+01,2.492440000000000211e+00,7.585055999999999798e+00,1.879964000000000079e-01,-4.232894000000000066e-03,-2.087753000000000135e-04,1.949468999999999896e+00,2.393477000000000191e-03,-2.230431000000000059e-04,2.449916999999999874e-05
2.100000000000000000e+01,3.119811999999999941e+01,2.339859999999999829e+00,7.194128000000000078e+00,1.961560999999999999e-01,-3.778936000000000101e-03,-2.374950000000000021e-04,1.944101000000000079e+00,2.902893000000000140e-03,-2.803726000000000200e-04,3.226096999999999954e-05
2.200000000000000000e+01,2.919397000000000020e+01,2.189550000000000107e+00,6.793739999999999668e+00,2.032337999999999922e-01,-3.274608000000000033e-03,-2.657871000000000018e-04,1.937673999999999896e+00,3.536049999999999784e-03,-3.549572999999999769e-04,4.271685000000000082e-05
2.300000000000000000e+01,2.722121999999999886e+01,2.041589999999999794e+00,6.386788000000000132e+00,2.091584999999999972e-01,-2.722808000000000173e-03,-2.936357000000000116e-04,1.929948999999999915e+00,4.327853999999999902e-03,-4.524182000000000182e-04,5.683566999999999992e-05
2.400000000000000000e+01,2.528108999999999895e+01,1.896079999999999988e+00,5.976234999999999964e+00,2.138712999999999864e-01,-2.126549000000000147e-03,-3.210239000000000148e-04,1.920625999999999944e+00,5.323597999999999698e-03,-5.802115999999999524e-04,7.590880999999999464e-05
2.500000000000000000e+01,2.337491999999999948e+01,1.753120000000000012e+00,5.565074000000000076e+00,2.173254000000000019e-01,-1.488975000000000021e-03,-3.479328000000000173e-04,1.909329999999999972e+00,6.581847000000000045e-03,-7.481239000000000422e-04,1.016132000000000049e-04
2.600000000000000000e+01,2.150416999999999845e+01,1.612810000000000077e+00,5.156293999999999933e+00,2.194866000000000039e-01,-8.133790999999999591e-04,-3.743414999999999937e-04,1.895588999999999968e+00,8.177758000000000249e-03,-9.687677999999999914e-04,1.360319999999999878e-04
2.700000000000000000e+01,1.967049000000000092e+01,1.475289999999999990e+00,4.752849999999999575e+00,2.203343000000000107e-01,-1.032237999999999992e-04,-4.002270000000000155e-04,1.878813999999999984e+00,1.020653000000000012e-02,-1.257915999999999982e-03,1.815567000000000027e-04
2.800000000000000000e+01,1.787571000000000154e+01,1.340680000000000094e+00,4.357624999999999638e+00,2.198613000000000095e-01,6.378307999999999851e-04,-4.255632999999999985e-04,1.858281999999999989e+00,1.278617999999999942e-02,-1.634332000000000059e-03,2.405250000000000053e-04
2.900000000000000000e+01,1.612190999999999974e+01,1.209140000000000104e+00,3.973400999999999961e+00,2.180755000000000055e-01,1.405893000000000073e-03,-4.503210999999999803e-04,1.833112000000000075e+00,1.605807999999999888e-02,-2.118456999999999806e-03,3.143468000000000174e-04
3.000000000000000000e+01,1.441145999999999994e+01,1.080859999999999932e+00,3.602829999999999977e+00,2.150003000000000053e-01,2.196797999999999806e-03,-4.744670999999999893e-04,1.802267000000000063e+00,2.018237000000000156e-02,-2.728930000000000071e-03,4.017706999999999919e-04
3.100000000000000000e+01,1.274708000000000041e+01,9.560300000000000464e-01,3.248399000000000036e+00,2.106760000000000022e-01,3.006046000000000065e-03,-4.979626000000000018e-04,1.764569000000000054e+00,2.532386999999999833e-02,-3.475536999999999897e-03,4.959489999999999775e-04
3.200000000000000000e+01,1.113194999999999979e+01,8.348999999999999755e-01,2.912405000000000133e+00,2.051613999999999938e-01,3.828731000000000148e-03,-5.207629000000000077e-04,1.718771000000000049e+00,3.162286999999999737e-02,-4.347331000000000285e-03,5.803515999999999883e-04
3.300000000000000000e+01,9.569869999999999877e+00,7.177400000000000446e-01,2.596931999999999796e+00,1.985362999999999989e-01,4.659428999999999654e-03,-5.428142999999999640e-04,1.663691000000000031e+00,3.914564000000000238e-02,-5.296165999999999721e-03,6.247591999999999729e-04
3.400000000000000000e+01,8.065400000000000347e+00,6.049099999999999477e-01,2.303824999999999790e+00,1.909039999999999904e-01,5.492050000000000057e-03,-5.640522999999999934e-04,1.598451000000000066e+00,4.781578000000000217e-02,-6.219956999999999916e-03,5.847095999999999761e-04
3.500000000000000000e+01,6.624229999999999841e+00,4.968199999999999839e-01,2.034686999999999912e+00,1.823962000000000083e-01,6.319604999999999841e-03,-5.843969000000000290e-04,1.522804999999999964e+00,5.734062999999999660e-02,-6.956485000000000099e-03,4.097285999999999788e-04
3.600000000000000000e+01,5.253619999999999735e+00,3.940199999999999814e-01,1.790882000000000085e+00,1.731794999999999862e-01,7.133844999999999770e-03,-6.037453999999999607e-04,1.437534000000000090e+00,6.716716999999999826e-02,-7.303564999999999710e-03,6.395707000000000258e-05
3.700000000000000000e+01,3.963270000000000071e+00,2.972500000000000142e-01,1.573577000000000004e+00,1.634666999999999926e-01,7.924637999999999474e-03,-6.219608000000000168e-04,1.344802999999999971e+00,7.651528999999999969e-02,-7.075912000000000174e-03,-4.463472000000000012e-04
3.800000000000000000e+01,2.766980000000000217e+00,2.075200000000000100e-01,1.383871000000000073e+00,1.535373999999999906e-01,8.678790999999999936e-03,-6.388486000000000078e-04,1.248372999999999955e+00,8.452152999999999750e-02,-6.187118999999999605e-03,-1.056852000000000052e-03
3.900000000000000000e+01,1.686290000000000067e+00,1.264699999999999991e-01,1.223147999999999902e+00,1.437824000000000046e-01,9.377428000000000152e-03,-6.541042999999999641e-04,1.153672999999999949e+00,9.047379999999999312e-02,-4.719675999999999906e-03,-1.660189000000000066e-03
4.000000000000000000e+01,7.615499999999999492e-01,5.711999999999999716e-02,1.094282999999999895e+00,1.348291000000000073e-01,9.988343000000000221e-03,-6.671586000000000400e-04,1.068224999999999980e+00,9.405676999999999788e-02,-2.954005999999999906e-03,-2.148587999999999887e-03
4.100000000000000000e+01,1.291499999999999870e-01,9.690000000000000696e-03,1.011042999999999914e+00,1.283785000000000065e-01,1.041306999999999996e-02,-6.760858999999999706e-04,1.008246999999999893e+00,9.547532999999999714e-02,-1.502164000000000060e-03,-2.434406999999999977e-03
